Category,Id,Name,pDate,Quantity,CostPrice,Usefull_Life,PReason,dep_%,dep_Amt.
PLANT & MACHINERY,2390,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2391,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2392,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2393,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2394,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2395,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2396,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2397,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2398,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2399,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2400,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2401,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2402,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2403,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2404,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2405,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2406,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2407,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2408,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2409,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2410,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2411,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2412,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2413,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2414,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2415,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2416,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2417,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2418,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2419,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2420,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2421,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2422,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2423,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2424,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2425,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2426,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2427,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2428,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2429,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2430,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2431,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2432,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2433,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2434,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2435,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2436,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2437,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2438,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2439,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2440,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2441,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2442,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2443,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2444,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2445,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2446,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2447,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2448,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2449,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2450,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2451,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2452,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2453,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2454,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2455,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2456,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2457,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2458,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2459,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2460,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2461,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2462,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2463,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2464,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2465,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2466,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2467,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2468,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2469,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2470,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2471,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2472,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2473,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2474,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2475,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2476,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2477,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2478,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2479,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2480,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2481,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2482,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2483,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2484,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2485,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2486,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2487,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2488,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2489,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2490,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2491,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2492,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2493,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2494,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2495,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2496,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2497,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2498,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2499,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2500,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2501,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2502,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2503,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2504,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2505,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2506,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2507,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2508,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2509,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2510,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2511,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2512,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2513,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2514,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2515,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2516,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2517,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2518,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2519,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2520,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2521,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2522,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2523,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2524,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2525,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2526,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2527,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2528,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2529,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2530,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2531,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2532,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2533,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2534,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2535,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2536,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2537,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2538,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
PLANT & MACHINERY,2539,HIGH SPEED SEWING MACHINE BROTHER CLASS,Fri Oct 01 2021 00:00:00 GMT+0530 (India Standard Time),1,800,0, ,Infinity,Infinity
